Year Built,Length,Width,Depth,Displacement,Number of Cabins,Number of beds,Fuel Capacity,Engine Hours,PriceClean,Number of views last 7 days,New_Used,Fuel_Type
2016,12,3,0,0,2,4,2,265,295000,40.0,0.0,1
2005,14,4,1,0,2,4,2000,2360,295000,117.0,0.0,1
2010,13,3,1,9260,2,6,850,275,295000,110.0,0.0,1
2003,18,4,2,55490,3,3,2500,0,295000,67.0,0.0,1
2009,14,4,1,15500,3,5,2000,500,295000,32.0,0.0,1
2017,11,3,1,6500,2,4,750,149,295000,236.0,0.0,1
2006,17,4,1,19300,3,6,1840,790,295000,74.0,0.0,1
2007,13,4,1,0,0,5,1200,658,295000,138.0,0.0,3
2010,11,3,0,0,0,2,0,790,295000,130.0,0.0,3
2008,15,4,0,0,0,0,0,0,299000,37.0,0.0,1
1991,23,5,1,0,6,0,8000,3600,299000,123.0,0.0,1
2008,14,4,0,14742,3,6,1325,250,299000,73.0,0.0,1
2007,15,4,1,28000,3,6,1820,470,299000,156.0,0.0,1
1999,14,4,1,26,3,5,2000,950,299000,89.0,0.0,1
2003,15,4,1,16450,3,6,1820,0,299000,60.0,0.0,1
1994,14,4,1,0,0,4,2400,1191,299000,97.0,0.0,3
2012,13,4,1,0,2,4,900,338,299000,149.0,0.0,1
2003,16,4,1,0,3,6,2,790,299000,75.0,0.0,3
2001,16,4,1,20330,2,4,2182,860,299000,26.0,0.0,1
2016,10,3,1,7531,2,4,725,190,299000,42.0,0.0,1
2002,18,4,1,24000,3,6,2350,900,299000,135.0,0.0,1
2008,15,4,0,0,3,6,1700,700,299000,49.0,0.0,1
2011,14,4,1,12000,2,6,1300,155,299000,121.0,0.0,1
2016,12,3,0,0,0,0,726,0,299000,78.0,0.0,1
2008,10,2,1,0,0,0,480,0,299000,265.0,0.0,1
2012,13,4,0,0,2,0,1100,506,310000,94.0,0.0,1
2001,16,4,1,29500,3,6,2839,0,310000,79.0,0.0,1
2006,17,4,1,31540,3,6,2800,640,310000,96.0,0.0,1
2019,9,3,0,4300,0,0,640,0,309350,202.0,1.0,2
2020,9,3,1,4500,0,0,0,0,2300000,101.0,0.0,1
2018,11,3,0,0,2,6,0,8,309000,86.0,0.0,1
2018,11,3,0,0,0,0,0,60,309000,108.0,0.0,3
2020,11,3,0,0,0,0,600,0,308000,100.0,1.0,2
2021,10,3,0,0,1,2,568,0,332024,520.0,1.0,2
0,12,3,1,0,2,2,700,0,279950,114.0,0.0,1
2011,13,4,1,9600,2,4,850,252,279000,76.0,0.0,1
2011,13,4,1,0,0,5,0,705,305000,83.0,0.0,3
2011,12,4,1,0,2,4,1000,0,305000,80.0,0.0,1
2012,13,3,1,0,3,6,0,608,305000,116.0,0.0,1
2019,10,3,0,8400,2,0,570,170,329500,622.0,0.0,1
0,11,3,0,9300,0,0,890,0,304640,88.0,1.0,1
2008,15,4,0,0,3,4,3900,760,319000,125.0,0.0,1
2006,16,4,1,27000,3,6,2800,0,319000,26.0,0.0,1
2009,13,4,1,0,0,4,1900,2847,319000,58.0,0.0,3
2009,13,4,1,0,2,2,1900,2980,0,191.0,0.0,1
2018,11,3,0,0,2,2,900,0,319000,73.0,0.0,3
2018,11,3,0,0,2,4,700,12,319000,,0.0,1
2018,11,3,0,0,2,2,900,0,319000,,0.0,3
2018,10,3,1,0,2,0,799,0,289950,39.0,0.0,1
2019,11,3,0,0,0,0,0,0,289950,28.0,1.0,1
2020,10,3,0,6566,0,4,0,0,318000,145.0,1.0,1
0,12,3,0,7531,2,0,0,0,317849,46.0,1.0,2
2020,12,3,1,7531,2,0,724,0,317849,29.0,1.0,3
0,11,3,0,7000,0,0,700,0,317611,115.0,1.0,1
0,12,4,0,0,0,0,1000,0,317500,79.0,1.0,3
2016,11,3,0,0,2,6,2,92,316417,80.0,0.0,1
2020,9,2,1,3900,0,0,520,0,315665,177.0,1.0,2
2020,11,4,1,0,2,6,0,0,326000,34.0,1.0,1
2019,12,3,0,7000,2,6,700,0,325000,384.0,1.0,3
2015,12,4,1,0,1,2,800,585,325000,56.0,0.0,3
2001,13,4,1,0,0,2,2130,1450,325000,132.0,0.0,3
2004,13,3,0,0,1,4,1450,780,325000,274.0,0.0,1
2005,15,4,1,0,3,0,1200,800,325000,45.0,0.0,3
2000,17,4,1,23600,2,2,2350,925,325000,47.0,0.0,1
2006,16,4,0,0,3,6,0,420,325000,65.0,0.0,1
2012,14,3,1,0,2,4,0,0,325000,68.0,0.0,1
2015,13,3,0,10177,2,4,800,250,325000,69.0,0.0,3
2002,17,4,1,23600,2,2,2350,0,325000,54.0,0.0,1
1997,24,6,1,0,4,15,5600,0,325000,150.0,0.0,1
2007,17,4,1,22690,0,3,1840,0,325000,44.0,0.0,1
2007,17,4,1,19300,3,6,1840,0,325000,218.0,0.0,1
2013,13,3,0,0,0,0,0,0,325000,83.0,0.0,3
2013,13,3,0,0,0,0,0,0,325000,50.0,0.0,3
2020,11,3,0,7000,0,0,0,0,2502188,71.0,1.0,3
2004,14,4,1,13000,0,0,0,0,2500000,147.0,0.0,3
2006,14,4,0,0,3,6,2200,582,335000,35.0,0.0,1
2010,14,4,1,0,2,4,0,0,335000,50.0,0.0,1
2009,14,4,1,0,0,0,0,0,335000,129.0,0.0,1
2003,19,5,1,31000,4,8,3600,1800,335000,51.0,0.0,1
2007,15,4,0,23000,2,2,2220,280,335000,125.0,0.0,1
2008,14,4,1,0,3,6,3000,500,335000,107.0,0.0,1
2007,14,4,1,22000,3,6,1800,700,335000,41.0,0.0,1
2021,14,4,0,0,0,0,0,0,335000,209.0,1.0,1
2019,11,3,0,0,2,4,0,62,335000,63.0,0.0,1
1995,21,4,1,0,0,7,3400,0,335000,30.0,0.0,3
0,9,2,0,3540,1,2,0,0,361933,109.0,1.0,1
2020,11,3,0,0,0,0,800,0,331296,36.0,1.0,1
0,11,3,0,8271,3,0,0,0,331296,45.0,1.0,1
2006,18,4,1,23700,3,6,2950,1700,330000,120.0,0.0,1
1975,27,6,1,0,4,8,10000,100,349000,210.0,0.0,1
2020,10,3,0,0,2,6,0,0,348000,65.0,1.0,1
0,9,2,1,3900,0,0,520,0,347650,185.0,1.0,2
1998,19,5,0,0,3,6,5500,0,345100,59.0,0.0,1
2006,15,4,0,21000,3,6,2200,2700,345000,77.0,0.0,1
2006,16,5,1,26000,3,6,2350,890,345000,69.0,0.0,1
2008,17,4,1,0,3,7,2800,550,345000,43.0,0.0,1
2003,19,1,0,26000,3,3,3000,0,345000,69.0,0.0,1
1997,19,4,0,0,2,6,3500,400,345000,84.0,0.0,1
2005,14,4,1,28,3,6,2575,500,345000,79.0,0.0,1
2001,18,5,1,55500,3,6,5500,3670,345000,44.0,0.0,1
2008,15,4,0,0,3,3,1500,0,345000,49.0,0.0,1
1997,22,5,0,0,0,0,4600,1780,345000,149.0,0.0,1
0,11,4,1,0,2,6,600,0,342500,95.0,1.0,1
2008,14,4,0,0,2,0,0,0,341000,144.0,0.0,3
2020,11,3,0,6900,1,2,0,0,340500,162.0,1.0,3
2020,11,3,1,0,2,0,800,1,350000,28.0,1.0,1
2010,14,4,1,25000,2,4,0,0,350000,110.0,0.0,1
2015,13,4,1,0,2,2,1400,400,350000,70.0,0.0,1
2002,17,4,1,28900,3,6,3400,1650,350000,102.0,0.0,1
2008,16,4,1,19000,3,6,1800,800,350000,78.0,0.0,1
1976,19,5,2,49000,4,10,4000,410,350000,131.0,0.0,1
2005,15,4,1,19000,3,6,2400,600,350000,171.0,0.0,3
1997,23,5,1,46300,3,6,5600,1250,350000,62.0,0.0,1
2001,20,5,1,29900,3,3,2935,0,350000,42.0,0.0,1
1997,24,6,2,56000,6,6,6000,0,350000,102.0,0.0,3
1997,29,5,0,0,3,0,0,0,350000,155.0,0.0,1
1995,20,5,1,0,4,6,5200,0,350000,118.0,0.0,1
2007,14,4,1,17500,3,6,2000,0,350000,123.0,0.0,1
2018,13,3,1,0,2,4,950,100,350000,276.0,0.0,2
2005,15,4,0,0,3,8,2000,1300,350000,67.0,0.0,1
2008,14,4,1,17500,3,6,2080,410,349900,35.0,0.0,1
2008,12,4,1,14061,2,5,1136,1100,360000,53.0,0.0,1
2017,11,5,0,0,3,8,0,370,360000,85.0,0.0,1
2020,11,3,0,0,0,5,0,0,360000,47.0,1.0,2
1976,22,5,1,48000,4,8,5000,600,360000,97.0,0.0,1
1993,23,5,2,65000,3,6,6000,2187,360000,164.0,0.0,1
2008,16,4,1,0,3,6,2600,650,360000,,0.0,1
2004,18,4,1,25000,3,6,2500,1100,359900,47.0,0.0,1
2008,16,4,1,19300,3,6,1840,0,328000,65.0,0.0,1
2008,16,4,1,0,3,6,2000,850,359500,55.0,0.0,1
2006,14,4,0,0,0,4,1450,0,359000,37.0,0.0,3
2013,15,4,1,0,3,6,1300,650,359000,56.0,0.0,1
2016,13,4,1,0,3,6,0,0,359000,104.0,0.0,3
2005,18,4,0,0,3,6,2950,981,359000,80.0,0.0,1
2020,10,3,0,0,1,2,1423,0,359000,54.0,1.0,2
2020,11,4,1,0,2,4,1170,5,359000,36.0,1.0,1
1999,14,4,1,0,2,4,2400,950,359000,52.0,0.0,1
2018,11,3,0,0,1,6,598,130,374500,204.0,0.0,2
1998,24,6,2,0,0,0,0,0,440000,70.0,0.0,1
0,13,4,1,0,0,0,1170,0,373900,50.0,1.0,3
0,13,4,1,0,0,0,1170,0,373900,63.0,1.0,3
2020,10,3,0,6500,0,0,643,0,373350,146.0,1.0,2
2020,11,3,1,6830,2,6,520,0,372900,29.0,1.0,1
2013,12,3,1,12900,2,2,750,0,339000,50.0,0.0,1
2013,12,3,1,0,2,4,0,0,339000,199.0,0.0,1
2019,12,3,1,0,2,6,0,0,371821,69.0,1.0,1
2005,15,4,1,19600,3,6,3250,1300,370000,35.0,0.0,1
2003,19,5,1,35000,3,6,4800,1250,370000,47.0,0.0,1
1961,23,6,0,0,3,5,0,0,370000,93.0,0.0,1
2018,12,3,0,9300,2,4,900,0,370000,73.0,0.0,1
2009,16,4,1,23400,3,3,950,0,370000,90.0,0.0,1
2013,13,1,4,0,0,0,0,0,370000,84.0,0.0,1
2007,16,4,1,0,3,0,2200,850,370000,114.0,0.0,1
2008,15,4,1,0,0,6,2450,1100,385000,59.0,0.0,3
2020,12,3,1,0,2,4,325,0,385000,71.0,1.0,1
2007,16,4,1,35000,0,6,2000,1100,385000,70.0,0.0,1
2020,11,3,1,10520,2,4,900,0,380741,68.0,1.0,1
2020,13,3,0,10600,2,4,980,0,380000,122.0,1.0,1
2000,18,5,1,37500,4,8,3600,1300,380000,116.0,0.0,1
2004,16,5,1,28000,3,6,3000,1500,380000,71.0,0.0,3
1996,20,5,1,0,4,8,4700,550,380000,38.0,0.0,1
1990,20,5,1,0,5,8,14000,1200,380000,93.0,0.0,1
2007,10,2,0,0,0,0,480,180,380000,160.0,0.0,1
2003,18,4,1,27000,3,6,1900,0,380000,61.0,0.0,1
2016,13,4,1,13300,2,5,900,130,380000,137.0,0.0,1
2009,17,4,0,31000,4,8,3000,480,380000,113.0,0.0,1
2008,16,4,1,0,4,8,1800,1110,380000,91.0,0.0,1
2020,11,3,1,0,2,4,700,45,380000,,0.0,1
2010,17,4,1,22000,3,6,0,0,379500,117.0,0.0,1
2007,16,4,1,19300,0,3,6965,0,357000,50.0,0.0,1
2021,9,3,0,6500,1,4,643,0,390930,316.0,1.0,2
1966,18,4,2,0,0,0,0,0,390000,47.0,0.0,1
2002,13,3,1,13000,1,2,1450,550,390000,312.0,0.0,1
2010,20,5,0,34000,6,12,3200,0,390000,102.0,0.0,1
2006,16,5,1,24060,4,7,2200,630,390000,20.0,0.0,1
2004,17,4,0,0,3,6,3100,950,390000,146.0,0.0,1
2000,18,5,1,40030,4,7,3700,520,390000,50.0,0.0,1
2020,11,3,0,0,3,8,650,30,390000,70.0,0.0,1
2007,16,4,0,26000,3,0,2520,700,390000,58.0,0.0,1
2000,20,5,1,45000,4,8,5000,1490,390000,72.0,0.0,1
2008,15,4,1,16500,3,4,1800,800,390000,59.0,0.0,1
2003,17,4,1,27000,0,0,2520,1350,390000,70.0,0.0,1
2019,11,3,0,9250,2,4,700,0,421450,198.0,1.0,3
2017,12,3,0,0,0,0,643,130,418000,317.0,0.0,1
2020,10,2,0,0,1,2,0,0,389500,425.0,1.0,2
2008,17,4,1,0,2,4,2140,400,399000,153.0,0.0,1
1997,17,4,1,39000,3,6,3000,900,399000,188.0,0.0,1
2007,16,4,1,22400,3,6,2210,420,399000,81.0,0.0,1
2002,18,4,1,0,3,6,3500,0,399000,100.0,0.0,1
2008,17,4,0,0,3,6,2138,500,399000,35.0,0.0,1
2009,15,4,1,0,3,6,0,850,399000,135.0,0.0,1
2012,15,4,1,0,3,6,1300,320,399000,61.0,0.0,1
2006,14,4,1,0,2,0,1602,1304,399000,95.0,0.0,1
2005,17,4,1,23000,3,6,2520,450,399000,70.0,0.0,1
2006,14,4,1,21000,2,4,1600,1350,399000,84.0,0.0,1
2017,14,4,1,0,2,2,900,0,399000,70.0,0.0,1
2017,14,4,1,11000,2,6,900,200,399000,221.0,0.0,1
2017,13,4,1,0,2,4,900,165,399000,122.0,0.0,1
2020,13,4,1,11040,3,7,1170,0,399000,72.0,0.0,1
2020,11,3,0,0,0,4,400,0,399000,67.0,1.0,3
2014,13,4,0,0,2,4,0,165,399000,87.0,0.0,1
2000,19,5,1,0,8,4,3,1050,415000,42.0,0.0,2
2011,13,4,1,0,2,4,1300,0,415000,41.0,0.0,1
2017,12,3,0,0,2,6,0,110,415000,29.0,0.0,1
2018,13,4,1,0,2,6,0,510,415000,87.0,0.0,1
2011,14,4,1,0,0,4,1410,1454,415000,67.0,0.0,3
2015,13,4,0,0,3,0,0,480,415000,258.0,0.0,1
2015,13,4,0,10900,0,0,1400,0,415000,159.0,0.0,3
2019,14,4,1,10000,0,2,900,0,375000,127.0,0.0,1
2017,15,4,0,0,3,6,0,156,4230000,154.0,0.0,1
2007,18,5,0,0,3,6,3200,830,410000,58.0,0.0,1
2020,10,3,1,6400,2,6,700,0,410000,267.0,1.0,1
2005,14,4,1,0,2,4,3000,1500,410000,122.0,0.0,1
2007,16,4,1,23000,3,6,2500,950,410000,94.0,0.0,1
0,13,4,1,17,0,0,750,0,409500,122.0,1.0,1
2016,15,4,1,14,3,6,0,600,409000,67.0,0.0,1
2016,15,4,1,14,3,6,0,600,409000,54.0,0.0,1
2008,17,4,0,0,3,6,2400,1050,430000,52.0,0.0,1
2017,14,4,0,10061,0,0,900,0,430000,38.0,0.0,3
2008,17,4,1,0,3,0,2800,1250,430000,74.0,0.0,1
2020,11,3,1,6500,2,6,700,0,430000,279.0,1.0,1
2017,13,4,0,0,2,4,900,180,430000,301.0,0.0,1
2021,11,3,0,0,0,0,960,0,429111,209.0,1.0,1
2018,11,5,0,9000,3,6,1200,270,429000,88.0,1.0,1
2016,13,4,1,26290,3,6,1500,110,429000,105.0,0.0,1
2015,13,4,1,16000,2,4,1200,560,429000,74.0,0.0,1
2015,13,4,1,16000,2,4,1200,560,429000,100.0,0.0,1
2015,13,4,1,0,2,4,0,0,429000,53.0,0.0,1
2019,11,3,0,0,0,0,730,0,429000,325.0,1.0,2
2007,16,4,1,19300,3,6,1840,670,429000,78.0,0.0,3
2014,15,4,1,0,3,6,1300,290,429000,71.0,0.0,1
2005,19,5,1,31000,3,6,3740,0,429000,73.0,0.0,1
2004,20,5,0,0,4,8,3600,1320,428400,69.0,0.0,1
2014,12,4,1,0,2,4,1200,360,449000,95.0,0.0,1
2003,20,5,1,48000,4,10,0,0,449000,69.0,,1
2007,16,4,1,22400,3,6,2210,510,448000,72.0,0.0,1
2020,13,4,0,0,3,7,0,0,446760,80.0,1.0,1
2020,13,4,0,0,3,7,0,0,446760,68.0,1.0,1
0,12,4,0,12000,0,0,1100,0,445600,97.0,1.0,1
2007,14,4,0,15730,2,4,2800,640,445000,77.0,0.0,1
2005,16,4,1,20500,3,6,3800,1450,445000,77.0,0.0,1
2010,16,4,0,0,3,0,0,0,445000,39.0,0.0,3
1958,22,5,2,70000,4,0,7500,0,445000,138.0,0.0,1
2007,13,6,1,14000,3,7,1600,1100,445000,83.0,0.0,1
2008,17,4,1,26000,4,7,2200,890,445000,98.0,0.0,1
0,13,4,0,10327,2,0,0,0,444822,65.0,1.0,1
2008,10,2,0,0,0,0,500,100,480000,422.0,0.0,2
2020,11,3,1,0,0,0,0,0,3299000,154.0,0.0,1
2015,15,4,1,0,3,6,1300,0,441666,53.0,0.0,1
2011,14,4,1,35900,3,3,2275,0,459000,,0.0,1
2019,11,3,1,7700,0,0,750,0,495000,271.0,1.0,3
2020,14,4,1,10600,2,6,900,0,457198,70.0,1.0,1
2020,14,4,1,10600,3,6,900,0,457198,44.0,1.0,1
0,14,4,0,10600,3,0,0,0,457198,92.0,1.0,1
2020,13,4,0,0,2,6,0,0,456796,50.0,1.0,1
2009,17,4,0,0,0,3,2140,0,455000,30.0,0.0,1
2020,13,4,0,11400,0,0,0,0,3381900,145.0,1.0,3
2016,13,6,0,16700,3,5,500,691,529000,51.0,0.0,1
2020,12,3,0,9600,0,0,0,0,3371900,180.0,1.0,3
2017,14,4,1,0,0,4,1000,524,453000,136.0,0.0,3
2008,16,4,0,0,3,6,1600,1500,452400,61.0,0.0,1
0,13,3,0,10700,0,0,960,0,452200,61.0,1.0,1
1990,19,5,1,0,3,6,7600,1200,450000,36.0,0.0,1
1997,21,5,1,45000,0,0,4800,1050,450000,52.0,0.0,1
2006,16,5,0,27000,3,6,0,1024,450000,140.0,0.0,3
2020,12,3,1,9600,0,0,900,0,479000,,1.0,1
0,12,4,1,17,0,4,1200,0,475000,159.0,1.0,1
2002,20,5,1,38000,4,7,5000,0,475000,81.0,0.0,1
2009,18,5,1,0,0,0,3400,0,475000,107.0,0.0,3
2006,24,6,1,30000,3,3,4500,1480,475000,87.0,0.0,1
2009,17,4,1,40000,3,6,0,0,475000,139.0,0.0,1
2002,20,5,0,29846,4,8,2937,1050,475000,183.0,0.0,1
2006,17,4,1,35000,4,10,0,0,475000,66.0,0.0,1
2006,19,5,1,29390,3,6,3000,800,475000,34.0,0.0,1
2019,13,4,0,11000,3,6,1200,0,475000,120.0,0.0,1
2017,14,4,1,0,2,4,2,130,475000,126.0,0.0,1
2015,13,4,1,16000,2,4,820,320,475000,128.0,0.0,1
2020,11,3,1,7250,0,0,600,0,473304,228.0,1.0,1
2013,14,4,1,0,3,6,1300,0,473000,110.0,0.0,1
2020,12,3,1,7100000,3,6,900,20,473000,140.0,1.0,1
2019,13,4,1,11258,3,4,1,0,472500,66.0,1.0,1
1999,21,5,1,0,0,0,0,0,490000,249.0,0.0,3
2008,15,4,1,20184,3,6,1915,960,490000,45.0,0.0,1
2001,21,5,1,48000,0,0,6000,640,490000,58.0,0.0,1
2005,21,5,1,0,3,6,3500,0,490000,103.0,0.0,1
2001,20,5,1,0,3,7,5000,2250,490000,179.0,0.0,1
1964,50,6,0,0,0,8,3000,19000,490000,107.0,0.0,3
2001,21,5,1,54860,3,6,6000,800,490000,84.0,0.0,1
2014,14,4,1,16,2,4,2,0,490000,58.0,0.0,1
2014,14,4,1,16,2,4,2,0,490000,169.0,0.0,1
2009,19,4,1,28473,3,10,2967,486,490000,75.0,0.0,1
2014,15,4,1,0,3,6,0,500,490000,56.0,0.0,1
2004,21,5,1,36000,4,8,4500,650,490000,81.0,0.0,1
2007,16,4,1,23350,3,6,2400,1198,490000,81.0,0.0,1
2011,15,4,0,0,0,0,1320,0,489900,153.0,0.0,1
2016,15,7,0,21500,4,5,757,0,570000,91.0,0.0,1
2007,18,4,0,0,3,0,0,0,489000,35.0,0.0,3
2007,18,5,1,28123,3,3,3000,0,455000,62.0,0.0,1
2012,14,4,2,29710,2,0,2000,437,455000,154.0,0.0,1
2006,18,4,1,0,3,4,2700,480,499000,39.0,0.0,1
2014,15,4,1,13000,2,4,1300,350,499000,96.0,0.0,1
2008,19,4,0,0,4,7,2839,2500,499000,86.0,0.0,1
2000,21,5,1,38000,4,10,0,0,499000,55.0,0.0,1
2006,19,5,1,0,3,6,4900,1700,499000,43.0,0.0,1
2008,16,4,1,28000,3,6,2700,810,499000,37.0,0.0,1
2015,15,4,1,0,3,6,0,490,499000,49.0,0.0,1
2007,20,5,1,35500,4,8,3400,0,499000,93.0,0.0,1
2006,18,5,1,0,3,0,3000,1500,499000,100.0,0.0,1
2008,16,4,1,28000,3,6,2000,810,499000,30.0,0.0,1
2020,13,4,0,0,3,7,0,0,499000,34.0,1.0,1
2008,19,5,1,0,4,8,0,0,499000,76.0,0.0,1
2015,15,7,0,18500,4,5,1500,0,499000,62.0,0.0,1
2013,17,4,1,0,0,0,0,964,499000,115.0,0.0,3
2020,13,4,1,13420,2,4,1100,0,535441,55.0,1.0,1
2014,15,7,0,21500,4,5,757,0,629000,40.0,0.0,1
2004,20,5,1,0,3,6,3500,850,535000,80.0,0.0,1
2010,16,4,1,22000,0,0,0,798,535000,95.0,0.0,3
2016,15,4,0,0,3,0,0,206,535000,82.0,0.0,1
2008,21,5,1,0,4,8,5000,1000,534000,144.0,0.0,1
1999,24,6,1,0,4,4,8000,1300,530000,30.0,0.0,1
2002,22,5,1,0,4,0,5000,270,530000,52.0,0.0,1
2001,22,5,1,37100,4,4,5000,0,530000,72.0,0.0,1
2011,17,5,2,25250,3,3,2000,0,530000,48.0,0.0,1
2017,13,4,1,0,2,6,1420,200,530000,59.0,0.0,1
2020,12,3,1,10052,3,6,900,15,529000,81.0,1.0,1
2002,16,4,1,0,6,6,6900,1200,529000,127.0,0.0,3
2018,12,4,1,0,0,4,700,178,529000,79.0,0.0,3
0,13,4,0,0,2,0,0,0,528900,41.0,1.0,3
2013,15,4,1,16566,2,0,1320,0,479000,60.0,0.0,1
2006,20,5,1,32400,3,6,3200,700,550000,106.0,0.0,1
2013,15,4,0,0,3,6,2300,164,550000,156.0,0.0,1
2007,19,5,1,36670,3,3,3000,590,550000,36.0,0.0,1
2001,23,5,1,37100,4,4,5000,1700,550000,100.0,0.0,1
2018,14,4,1,0,0,0,0,100,550000,52.0,0.0,1
2007,17,4,1,28000,3,6,3200,1300,550000,59.0,0.0,3
2013,19,5,1,0,3,6,0,0,550000,99.0,0.0,1
2000,22,5,1,63000,3,6,5100,2805,550000,32.0,0.0,1
2006,19,5,1,29000,3,3,3000,0,550000,124.0,0.0,1
2019,13,4,1,9900,1,3,1200,0,550000,133.0,1.0,1
2004,23,5,1,0,3,6,4500,1200,550000,63.0,0.0,1
2008,19,5,1,31970,3,3,3000,0,550000,89.0,0.0,1
2011,15,4,1,28000,3,6,2040,880,550000,112.0,0.0,1
2013,19,5,1,0,3,0,0,880,550000,46.0,0.0,1
2021,18,8,0,0,0,0,5000,0,550000,464.0,1.0,1
2014,14,4,0,13000,0,2,1350,0,550000,81.0,0.0,1
2020,13,4,0,11000,3,2,940,0,578600,417.0,1.0,1
0,22,5,1,44000,0,0,0,0,4300000,64.0,0.0,3
2020,11,3,1,8500,0,0,600,0,576384,214.0,1.0,3
2000,21,5,1,48,4,8,0,0,575000,122.0,0.0,1
2016,14,4,1,0,0,4,700,0,575000,95.0,0.0,3
2016,14,4,1,0,2,4,700,50,575000,37.0,0.0,1
2019,12,3,0,0,3,0,0,0,573936,134.0,1.0,1
2020,12,4,1,12016,2,4,1100,0,572200,429.0,1.0,1
2009,19,5,1,0,3,4,3000,0,5875000,,0.0,1
2012,16,4,1,13228,2,4,2000,681,519950,63.0,0.0,1
2012,16,4,1,132,2,6,2000,0,519950,179.0,0.0,1
2009,15,4,1,16940,3,6,2140,300,570000,27.0,0.0,1
2009,16,4,1,22000,3,6,2640,490,570000,83.0,0.0,1
2008,19,4,1,30720,0,3,2700,750,570000,58.0,0.0,1
2003,26,6,1,0,0,0,0,109,570000,137.0,0.0,1
2011,17,4,1,0,3,7,0,1250,570000,131.0,0.0,1
2007,18,5,1,0,3,3,13638,503,595000,56.0,0.0,1
2008,23,5,1,42000,4,8,4000,730,595000,117.0,0.0,1
2018,14,4,0,0,2,6,0,175,595000,106.0,0.0,1
2007,21,5,1,0,4,6,4800,800,595000,53.0,0.0,1
2006,22,5,1,35000,4,0,3400,0,595000,64.0,0.0,1
2010,17,4,0,0,3,6,2400,460,595000,80.0,0.0,1
2017,15,4,0,0,3,6,0,0,595000,52.0,0.0,1
2017,15,4,0,0,3,6,0,130,595000,102.0,0.0,1
2011,23,5,1,0,0,5,0,0,595000,214.0,0.0,3
2020,12,3,0,8,0,2,0,0,595000,126.0,1.0,1
2006,20,5,1,33484,4,8,4091,1185,594000,122.0,0.0,1
0,15,4,1,13500,0,0,1500,0,591192,129.0,1.0,1
2020,12,3,1,8200,0,0,0,0,4400000,,0.0,1
2008,17,4,1,24,3,6,0,0,590000,127.0,0.0,1
2007,20,5,0,0,4,8,3500,0,590000,58.0,0.0,1
2006,20,5,1,37000,3,6,4090,1300,590000,72.0,0.0,1
2007,17,5,1,29000,3,4,3000,0,625000,34.0,0.0,1
1964,78,7,1,0,43,0,2,0,625000,89.0,0.0,1
2020,13,3,1,0,3,8,1000,0,625000,236.0,1.0,1
2009,19,5,1,33000,3,6,4000,895,620000,95.0,0.0,1
2010,18,5,0,31000,0,0,0,0,4600000,55.0,0.0,3
2018,15,4,1,0,0,0,651,0,562352,74.0,1.0,1
2018,19,4,1,40000,3,0,2,0,615000,48.0,1.0,1
2019,12,4,0,0,0,0,0,60,615000,51.0,0.0,1
2020,14,4,1,13500,0,0,0,0,4573125,149.0,1.0,2
2014,16,4,1,16566,2,2,1320,140,560000,74.0,0.0,1
2007,18,5,1,37000,4,8,3700,550,610000,54.0,0.0,1
2008,16,4,1,21500,3,6,2550,660,610000,41.0,0.0,3
2007,19,5,1,47000,3,6,4600,1655,610000,45.0,0.0,1
0,14,4,0,16000,0,0,1500,0,606700,52.0,1.0,1
2016,15,4,1,0,3,6,651,0,549950,41.0,0.0,1
2020,13,4,1,10,0,2,0,0,600240,102.0,1.0,1
2007,20,5,1,43000,3,6,0,0,650000,74.0,0.0,1
1996,19,6,1,0,3,6,7500,4055,650000,44.0,0.0,1
2002,24,0,0,0,6,12,9000,0,650000,47.0,0.0,1
2003,21,5,1,46000,4,8,5400,1220,650000,22.0,0.0,1
2017,15,4,1,0,3,6,0,260,650000,106.0,0.0,1
2008,19,5,1,31800,3,6,3000,715,650000,50.0,0.0,1
2002,25,5,1,55000,4,8,7000,1800,650000,56.0,0.0,1
2001,23,5,1,50,4,8,6000,1850,650000,43.0,0.0,1
2011,17,4,1,0,3,6,2140,350,650000,54.0,0.0,1
2008,16,4,0,14500,2,6,1500,230,650000,96.0,0.0,1
2016,15,4,0,12500,2,4,1350,350,650000,60.0,0.0,1
2003,22,5,1,0,0,8,5000,1593,650000,45.0,0.0,1
2010,18,4,0,0,3,4,3200,570,650000,,0.0,1
2005,14,4,1,0,2,4,2800,2450,649500,88.0,0.0,3
2001,25,6,2,66000,4,12,0,0,649000,131.0,0.0,1
2006,19,5,0,0,0,0,0,780,649000,156.0,0.0,1
1983,9,3,0,0,1,0,0,0,750000,224.0,0.0,2
0,14,4,1,14500,0,0,1272,0,690200,58.0,1.0,1
1998,19,5,1,63000,4,8,5000,700,690000,51.0,0.0,1
2010,17,5,0,0,3,6,3700,1600,690000,89.0,0.0,1
2006,22,5,1,29030,3,3,3900,952,690000,49.0,0.0,1
2007,23,6,1,52000,6,12,7000,900,690000,54.0,0.0,1
2008,21,5,1,35500,0,0,4400,560,690000,78.0,0.0,1
2013,15,4,1,0,3,6,2400,320,690000,73.0,0.0,1
2007,25,5,1,42000,3,6,5000,0,690000,140.0,0.0,3
2006,21,5,0,33900,3,6,3800,1150,690000,97.0,0.0,1
2010,18,4,1,34000,3,3,3000,0,690000,108.0,0.0,1
